m(C1),m(N1),dm,ISR,Flavor,Channel,NTrees,NodeSize,Depth,xSec,nSig,nBkg,BDTopt,nSig(BDTopt),nBkg(BDTopt),sigma(BDTopt),nSig(0),nBkg(0),sigma(0),nSig(0.1),nBkg(0.1),sigma(0.1),nSig(0.2),nBkg(0.2),sigma(0.2),nSig(0.3),nBkg(0.3),sigma(0.3)
800,700,100,no,ll,104,600,5,2,0.003901,1,53079,0.28,0.15,2.8,0.087,0.9,3360.06,0.016,0.66,565.41,0.028,0.37,60.95,0.047,0.11,2.63,0.067
800,700,100,no,ll,104,100,10,4,0.003901,1,53079,0.73,0.01,0,0.079,0.92,3621.64,0.015,0.81,1860.73,0.019,0.66,880.21,0.022,0.48,303.1,0.027
800,700,100,no,em,101,100,7,3,0.003901,1,70313,0.68,0.01,0,0.073,0.84,7355.41,0.01,0.73,3468.91,0.012,0.6,1471.71,0.016,0.42,374.86,0.022
800,700,100,no,ll,104,100,7,3,0.003901,1,53079,0.56,0.12,2.6,0.072,0.89,3401.98,0.015,0.81,1753.09,0.019,0.67,702.45,0.025,0.48,187.66,0.035
800,700,100,no,ll,104,200,10,4,0.003901,1,53079,0.59,0.01,0,0.072,0.9,3274.91,0.016,0.76,1248.54,0.022,0.53,271.27,0.032,0.33,58.35,0.043
800,700,100,no,ll,104,200,10,5,0.003901,1,53079,0.59,0.01,0,0.072,0.89,3165.47,0.016,0.75,1270.54,0.021,0.54,343.91,0.029,0.34,58.51,0.044
800,700,100,no,ll,104,400,7,2,0.003901,1,53079,0.25,0.32,19.26,0.072,0.91,3434.17,0.016,0.7,960.84,0.023,0.45,111.41,0.042,0.2,18.29,0.047
800,700,100,yes,ee,110,100,7,2,0.003901,1,286577,0.64,0,0,0.071,0.84,25190.25,0.005,0.73,12990.78,0.006,0.58,5034.74,0.008,0.44,1796,0.01
800,700,100,no,ll,104,600,7,2,0.003901,1,53079,0.29,0.12,2.69,0.071,0.9,3272.15,0.016,0.67,637.34,0.027,0.36,46.48,0.052,0.11,2.69,0.064
800,700,100,no,em,101,100,10,3,0.003901,1,70313,0.69,0,0,0.069,0.84,8024.69,0.009,0.74,3982.49,0.012,0.59,1329.76,0.016,0.43,336.67,0.024
800,700,100,yes,comb,113,100,5,2,0.003901,5,1322407,0.81,0.01,0.02,0.064,4.16,174199.97,0.01,3.52,79821.09,0.012,2.83,33845.5,0.015,2.07,10789.46,0.02
800,700,100,yes,ee,110,200,5,2,0.003901,1,286577,0.54,0,0,0.064,0.82,21785.33,0.006,0.67,7845.31,0.008,0.48,2343.14,0.01,0.28,516.98,0.012
800,700,100,no,ll,104,200,10,3,0.003901,1,53079,0.62,0,0,0.063,0.9,3115.09,0.016,0.76,1308.97,0.021,0.55,440.16,0.026,0.35,48.62,0.05
800,700,100,no,ll,104,100,5,2,0.003901,1,53079,0.43,0.3,22.4,0.062,0.91,3873.1,0.015,0.81,1886.94,0.019,0.68,924.64,0.023,0.55,308.31,0.031
800,700,100,no,ll,104,400,5,2,0.003901,1,53079,0.33,0.17,7.21,0.061,0.9,3453.99,0.015,0.7,894.02,0.023,0.47,115.46,0.044,0.22,15.07,0.056
800,700,100,yes,ee,110,100,5,2,0.003901,1,286577,0.71,0,0,0.059,0.83,23275.05,0.005,0.72,10701.99,0.007,0.59,4875.59,0.008,0.43,1588.05,0.011
800,700,100,yes,ee,110,100,10,2,0.003901,1,286577,0.72,0,0,0.053,0.82,25194.45,0.005,0.72,12583.15,0.006,0.58,5687.34,0.008,0.42,1784.78,0.01
800,700,100,no,em,101,200,10,2,0.003901,1,70313,0.56,0,0,0.048,0.86,7899.32,0.01,0.7,2707.35,0.013,0.47,508.28,0.021,0.23,133.99,0.02
800,700,100,yes,ll,114,600,5,2,0.003901,2,552898,0.43,0,0,0.047,1.67,56564.85,0.007,1.1,10480.42,0.011,0.47,849.63,0.016,0.13,108.69,0.012
800,700,100,no,em,101,100,10,4,0.003901,1,70313,0.73,0,0,0.046,0.85,7325.63,0.01,0.73,3607.13,0.012,0.58,1007,0.018,0.4,280.15,0.024
800,700,100,no,em,101,100,10,5,0.003901,1,70313,0.73,0,0,0.046,0.85,8094.09,0.009,0.75,3967.93,0.012,0.58,1186.16,0.017,0.41,298.25,0.024
800,700,100,no,em,101,200,10,3,0.003901,1,70313,0.57,0,0,0.046,0.84,7197.75,0.01,0.68,2720.7,0.013,0.49,525.91,0.022,0.23,120.11,0.021
800,700,100,no,em,101,200,5,2,0.003901,1,70313,0.64,0,0,0.046,0.85,6939.84,0.01,0.69,2746.61,0.013,0.52,864.97,0.018,0.29,104.54,0.028
800,700,100,yes,comb,113,200,10,3,0.003901,5,1322407,0.45,0.19,17.55,0.045,4.13,180970.82,0.01,3.25,59499.34,0.013,2.13,12791.83,0.019,1.1,1949.93,0.025
800,700,100,no,em,101,200,10,5,0.003901,1,70313,0.36,0.12,8.13,0.041,0.85,7678.14,0.01,0.69,2751.09,0.013,0.47,429.83,0.023,0.23,113.17,0.021
800,700,100,yes,comb,113,100,7,5,0.003901,5,1322407,0.47,0.66,278.92,0.04,4.15,161307.71,0.01,3.57,77476.15,0.013,2.8,29222.64,0.016,1.88,7378.91,0.022
800,700,100,no,em,101,400,5,2,0.003901,1,70313,0.27,0.19,24,0.039,0.84,6398.95,0.01,0.62,1601.36,0.016,0.36,234.81,0.023,0.12,22.57,0.026
800,700,100,no,em,101,100,5,3,0.003901,1,70313,0.52,0.1,7.33,0.038,0.86,7667.6,0.01,0.73,3442.61,0.012,0.61,1444.73,0.016,0.45,593.51,0.019
800,700,100,yes,comb,113,100,5,3,0.003901,5,1322407,0.61,0.2,28.96,0.037,4.13,153926.43,0.011,3.52,78685.29,0.013,2.84,28695.17,0.017,2.06,8346.92,0.023
800,700,100,yes,comb,113,200,7,3,0.003901,5,1322407,0.38,0.7,373.61,0.036,4.19,161829.56,0.01,3.32,57422.92,0.014,2.27,12660.33,0.02,1.3,2169.68,0.028
800,700,100,no,em,101,600,10,2,0.003901,1,70313,0.4,0,0,0.036,0.84,7787.55,0.01,0.57,1103.26,0.017,0.23,129.98,0.02,0.04,7.24,0.015
800,700,100,yes,comb,113,100,7,3,0.003901,5,1322407,0.48,0.79,526.14,0.035,4.2,166238.5,0.01,3.56,80505.68,0.013,2.84,28752.49,0.017,1.99,7840.26,0.022
800,700,100,no,em,101,200,10,4,0.003901,1,70313,0.39,0.1,7.55,0.035,0.84,7088.09,0.01,0.67,2694.9,0.013,0.48,391.82,0.024,0.23,93.61,0.024
800,700,100,yes,comb,113,200,10,5,0.003901,5,1322407,0.46,0.14,19.3,0.033,4.12,184021.5,0.01,3.26,62005.63,0.013,2.17,13152.27,0.019,1.11,1882.78,0.026
800,700,100,yes,comb,113,100,10,5,0.003901,5,1322407,0.6,0.12,17.11,0.029,4.14,201497.5,0.009,3.56,97043.93,0.011,2.82,38953.4,0.014,1.98,10724.42,0.019
800,700,100,yes,comb,113,200,10,4,0.003901,5,1322407,0.33,0.8,825.29,0.028,4.09,180907.98,0.01,3.25,62842.33,0.013,2.17,13534.57,0.019,1.09,1998.58,0.024
800,700,100,yes,comb,113,100,10,4,0.003901,5,1322407,0.48,0.58,553.29,0.024,4.1,193727.91,0.009,3.51,94944.38,0.011,2.75,35432.2,0.015,1.95,9668.56,0.02
800,700,100,yes,mm,112,200,7,2,0.003901,1,266320,0.42,0.06,12.38,0.016,0.77,47478.73,0.004,0.57,15146.42,0.005,0.35,4024.8,0.005,0.18,734.68,0.007
800,700,100,yes,ll,114,600,10,2,0.003901,2,552898,0.22,0.41,620.69,0.016,1.65,64072.82,0.007,1.13,14280.49,0.009,0.51,1151.95,0.015,0.14,149.55,0.011
900,800,100,no,comb,103,200,10,2,0.002025,1,123399,0.48,0.04,0,0.206,0.87,11933.32,0.008,0.73,4891.39,0.01,0.54,1627.2,0.013,0.32,206.11,0.022
900,800,100,no,comb,103,100,10,3,0.002025,1,123399,0.58,0.03,0,0.178,0.89,11673.89,0.008,0.76,5967.03,0.01,0.6,2527.84,0.012,0.42,634.86,0.017
900,800,100,yes,em,111,100,7,3,0.002025,1,769509,0.64,0.01,0,0.102,0.83,90348.74,0.003,0.69,39029.38,0.004,0.52,11112.44,0.005,0.35,2699.41,0.007
900,800,100,yes,em,111,200,7,2,0.002025,1,769509,0.56,0.01,0,0.091,0.82,97409.36,0.003,0.66,33997.83,0.004,0.46,6913.81,0.005,0.27,1504.62,0.007
900,800,100,yes,em,111,100,5,2,0.002025,1,769509,0.76,0.01,0,0.076,0.83,97826.43,0.003,0.7,44160.66,0.003,0.53,16120.76,0.004,0.4,4248.27,0.006
900,800,100,yes,em,111,200,5,2,0.002025,1,769509,0.59,0,0,0.069,0.82,89290.41,0.003,0.65,29716.21,0.004,0.44,6480.54,0.005,0.26,1183.2,0.008
900,800,100,yes,em,111,100,10,3,0.002025,1,769509,0.65,0,0,0.068,0.81,92882.63,0.003,0.69,39114.68,0.003,0.52,13333.39,0.005,0.35,3794.7,0.006
900,800,100,yes,ll,114,600,5,2,0.002025,1,552898,0.43,0,0,0.033,0.83,56564.85,0.004,0.55,10480.42,0.005,0.24,849.63,0.008,0.06,108.69,0.006
900,800,100,yes,comb,113,100,5,2,0.002025,2,1322407,0.81,0,0.02,0.029,1.66,174199.97,0.004,1.41,79821.09,0.005,1.13,33845.5,0.006,0.83,10789.46,0.008
900,800,100,yes,comb,113,200,10,3,0.002025,2,1322407,0.45,0.08,17.55,0.018,1.65,180970.82,0.004,1.3,59499.34,0.005,0.85,12791.83,0.008,0.44,1949.93,0.01
900,800,100,yes,comb,113,100,7,5,0.002025,2,1322407,0.47,0.26,278.92,0.016,1.66,161307.71,0.004,1.43,77476.15,0.005,1.12,29222.64,0.007,0.75,7378.91,0.009
900,800,100,yes,comb,113,100,5,3,0.002025,2,1322407,0.61,0.08,28.96,0.015,1.65,153926.43,0.004,1.41,78685.29,0.005,1.13,28695.17,0.007,0.82,8346.92,0.009
900,800,100,yes,comb,113,100,7,3,0.002025,2,1322407,0.48,0.32,526.14,0.014,1.68,166238.5,0.004,1.42,80505.68,0.005,1.14,28752.49,0.007,0.79,7840.26,0.009
900,800,100,yes,comb,113,200,7,3,0.002025,2,1322407,0.38,0.28,373.61,0.014,1.68,161829.56,0.004,1.33,57422.92,0.006,0.91,12660.33,0.008,0.52,2169.68,0.011
900,800,100,yes,comb,113,200,10,5,0.002025,2,1322407,0.46,0.06,19.3,0.013,1.65,184021.5,0.004,1.3,62005.63,0.005,0.87,13152.27,0.008,0.44,1882.78,0.01
900,800,100,yes,comb,113,100,10,5,0.002025,2,1322407,0.6,0.05,17.11,0.011,1.66,201497.5,0.004,1.42,97043.93,0.005,1.13,38953.4,0.006,0.79,10724.42,0.008
900,800,100,yes,comb,113,200,10,4,0.002025,2,1322407,0.33,0.32,825.29,0.011,1.63,180907.98,0.004,1.3,62842.33,0.005,0.87,13534.57,0.007,0.44,1998.58,0.01
900,800,100,yes,comb,113,100,10,4,0.002025,2,1322407,0.48,0.23,553.29,0.01,1.64,193727.91,0.004,1.4,94944.38,0.005,1.1,35432.2,0.006,0.78,9668.56,0.008
900,800,100,yes,ll,114,600,10,2,0.002025,1,552898,0.22,0.2,620.69,0.008,0.82,64072.82,0.003,0.57,14280.49,0.005,0.25,1151.95,0.007,0.07,149.55,0.006
1000,900,100,yes,comb,113,100,5,2,0.001091,1,1322407,0.81,0,0.02,0.015,0.83,174199.97,0.002,0.7,79821.09,0.002,0.57,33845.5,0.003,0.41,10789.46,0.004
1000,900,100,yes,comb,113,200,10,3,0.001091,1,1322407,0.45,0.04,17.55,0.009,0.83,180970.82,0.002,0.65,59499.34,0.003,0.43,12791.83,0.004,0.22,1949.93,0.005
1000,900,100,yes,comb,113,100,7,5,0.001091,1,1322407,0.47,0.13,278.92,0.008,0.83,161307.71,0.002,0.71,77476.15,0.003,0.56,29222.64,0.003,0.38,7378.91,0.004
1000,900,100,yes,comb,113,100,5,3,0.001091,1,1322407,0.61,0.04,28.96,0.007,0.83,153926.43,0.002,0.7,78685.29,0.003,0.57,28695.17,0.003,0.41,8346.92,0.005
1000,900,100,yes,comb,113,100,7,3,0.001091,1,1322407,0.48,0.16,526.14,0.007,0.84,166238.5,0.002,0.71,80505.68,0.003,0.57,28752.49,0.003,0.4,7840.26,0.004
1000,900,100,yes,comb,113,200,10,5,0.001091,1,1322407,0.46,0.03,19.3,0.007,0.82,184021.5,0.002,0.65,62005.63,0.003,0.43,13152.27,0.004,0.22,1882.78,0.005
1000,900,100,yes,comb,113,200,7,3,0.001091,1,1322407,0.38,0.14,373.61,0.007,0.84,161829.56,0.002,0.66,57422.92,0.003,0.45,12660.33,0.004,0.26,2169.68,0.006
1000,900,100,yes,comb,113,100,10,5,0.001091,1,1322407,0.6,0.02,17.11,0.006,0.83,201497.5,0.002,0.71,97043.93,0.002,0.56,38953.4,0.003,0.4,10724.42,0.004
1000,900,100,yes,comb,113,200,10,4,0.001091,1,1322407,0.33,0.16,825.29,0.006,0.82,180907.98,0.002,0.65,62842.33,0.003,0.43,13534.57,0.004,0.22,1998.58,0.005
1000,900,100,yes,comb,113,100,10,4,0.001091,1,1322407,0.48,0.12,553.29,0.005,0.82,193727.91,0.002,0.7,94944.38,0.002,0.55,35432.2,0.003,0.39,9668.56,0.004
