m(C1),m(N1),dm,ISR,Flavor,Channel,NTrees,NodeSize,Depth,xSec,nSig,nBkg,BDTopt,nSig(BDTopt),nBkg(BDTopt),sigma(BDTopt),nSig(0),nBkg(0),sigma(0),nSig(0.1),nBkg(0.1),sigma(0.1),nSig(0.2),nBkg(0.2),sigma(0.2),nSig(0.3),nBkg(0.3),sigma(0.3)
300,200,100,yes,comb,113,100,10,5,0.369,396,1322407,0.44,70.4,1295.97,1.905,327.73,201497.5,0.73,281.9,97043.93,0.904,223.23,38953.4,1.128,157.09,10724.42,1.506
300,200,100,yes,comb,113,100,10,4,0.369,396,1322407,0.48,45.62,553.29,1.864,324.45,193727.91,0.737,278.17,94944.38,0.901,218.13,35432.2,1.155,154.45,9668.56,1.558
300,200,100,yes,em,111,200,7,2,0.369,189,769509,0.49,6.98,7.69,1.822,155.52,97409.36,0.498,124.81,33997.83,0.676,86.37,6913.81,1.032,50.84,1504.62,1.289
300,200,100,yes,ee,110,200,5,2,0.369,110,286577,0.35,19.42,97.27,1.798,89.91,21785.33,0.608,74.09,7845.31,0.833,53.2,2343.14,1.087,30.4,516.98,1.299
300,200,100,yes,ll,114,600,5,2,0.369,207,552898,0.21,47.4,682.33,1.755,172.62,56564.85,0.725,113.43,10480.42,1.102,48.96,849.63,1.633,12.94,108.69,1.174
300,200,100,yes,ll,114,600,10,2,0.369,207,552898,0.22,42.08,620.69,1.635,170.47,64072.82,0.673,117.03,14280.49,0.975,52.65,1151.95,1.517,14.38,149.55,1.123
300,200,100,yes,em,111,100,10,3,0.369,189,769509,0.62,2.75,0.7,1.483,152.95,92882.63,0.501,129.79,39114.68,0.655,98.52,13333.39,0.85,66,3794.7,1.062
300,200,100,yes,mm,112,200,7,2,0.369,96,266320,0.42,5.32,12.38,1.264,73.88,47478.73,0.339,54.4,15146.42,0.441,33.34,4024.8,0.523,17.55,734.68,0.64
400,300,100,no,comb,103,200,10,2,0.1099,78,123399,0.44,6.17,0.26,2.434,68.02,11933.32,0.621,56.93,4891.39,0.809,41.99,1627.2,1.028,25,206.11,1.645
400,300,100,no,ll,104,100,7,3,0.1099,41,53079,0.4,13.43,20.53,2.305,36.63,3401.98,0.625,33.05,1753.09,0.782,27.4,702.45,1.014,19.69,187.66,1.367
400,300,100,no,ll,104,400,7,2,0.1099,41,53079,0.25,13.01,19.26,2.29,37.41,3434.17,0.635,28.84,960.84,0.917,18.33,111.41,1.609,8.25,18.29,1.602
400,300,100,no,ll,104,100,7,4,0.1099,41,53079,0.52,7.07,2.69,2.263,36.57,3183.45,0.644,32.99,1525.06,0.836,25.81,510.09,1.115,19.31,145.14,1.506
400,300,100,no,comb,103,100,10,3,0.1099,78,123399,0.52,6.42,2.17,2.19,69.24,11673.89,0.639,59.65,5967.03,0.768,47.11,2527.84,0.928,32.83,634.86,1.271
400,300,100,no,ll,104,600,7,2,0.1099,41,53079,0.22,11.92,18.94,2.146,36.7,3272.15,0.638,27.46,637.34,1.065,14.63,46.48,1.872,4.41,2.69,1.655
400,300,100,no,ll,104,200,10,5,0.1099,41,53079,0.35,10.67,15.38,2.091,36.52,3165.47,0.645,30.75,1270.54,0.852,22.05,343.91,1.153,13.99,58.51,1.643
400,300,100,no,ll,104,100,5,2,0.1099,41,53079,0.43,12.16,22.4,2.068,37.39,3873.1,0.598,33.11,1886.94,0.756,28.08,924.64,0.91,22.54,308.31,1.239
400,300,100,no,ll,104,600,5,2,0.1099,41,53079,0.28,6.12,2.8,2.048,36.85,3360.06,0.632,26.96,565.41,1.108,15.03,60.95,1.724,4.53,2.63,1.693
400,300,100,no,ll,104,400,5,2,0.1099,41,53079,0.24,14.45,37.55,2.004,37,3453.99,0.626,28.77,894.02,0.947,19.25,115.46,1.659,8.94,15.07,1.824
400,300,100,no,ll,104,100,10,4,0.1099,41,53079,0.48,8.45,10.3,1.952,37.54,3621.64,0.621,33.26,1860.73,0.764,26.87,880.21,0.892,19.5,303.1,1.086
400,300,100,no,ll,104,100,10,5,0.1099,41,53079,0.49,8.2,10.47,1.897,37.09,3585.74,0.616,33.03,1771.2,0.778,27,876.21,0.899,20.18,206.88,1.339
400,300,100,no,ll,104,200,10,4,0.1099,41,53079,0.38,8.12,10.24,1.896,36.7,3274.91,0.638,31.36,1248.54,0.877,21.89,271.27,1.279,13.61,58.35,1.605
400,300,100,no,ll,104,200,10,3,0.1099,41,53079,0.31,13.45,37.94,1.877,36.7,3115.09,0.654,30.98,1308.97,0.846,22.5,440.16,1.046,14.31,48.62,1.804
400,300,100,no,ee,100,100,10,4,0.1099,20,37183,0.41,4.01,0.7,1.849,17.68,1755.08,0.42,15.51,992.88,0.488,11.97,378.41,0.606,8.41,78.46,0.902
400,300,100,no,ll,104,100,10,3,0.1099,41,53079,0.39,14.38,48.52,1.813,36.91,3636.45,0.609,33.1,1843.31,0.764,26.88,768.61,0.953,20.72,206.01,1.376
400,300,100,no,ll,104,400,10,2,0.1099,41,53079,0.32,7.58,10.58,1.778,36.79,3550.35,0.614,29.64,1107.21,0.879,19.06,168.59,1.391,9.48,34.36,1.432
400,300,100,no,ll,104,600,10,2,0.1099,41,53079,0.23,13.37,49.15,1.69,36.55,3517.24,0.613,27.77,889.52,0.917,16.41,89.11,1.598,5.78,10.23,1.445
400,300,100,no,em,101,100,7,2,0.1099,37,70313,0.47,6.84,10.44,1.646,31.37,8003.77,0.35,27.78,3954.26,0.44,22.38,1448.52,0.584,16.75,579.68,0.686
400,300,100,no,ee,100,200,7,2,0.1099,20,37183,0.43,2.82,0.13,1.642,17.36,1534.88,0.441,14.98,679.21,0.568,11.09,261.64,0.671,7.16,54.83,0.91
400,300,100,no,ll,104,200,10,2,0.1099,41,53079,0.43,6.82,10.53,1.637,36.89,3756.29,0.599,31.59,1647.26,0.771,24.58,490.38,1.083,16.54,105.72,1.496
400,300,100,no,em,101,200,7,2,0.1099,37,70313,0.33,8.58,24.73,1.486,31.33,7582.99,0.359,25.57,2685.77,0.491,18.63,708.1,0.691,10.5,167.57,0.787
400,300,100,no,ee,100,100,7,2,0.1099,20,37183,0.55,2.07,0.06,1.42,17.62,1828.26,0.41,15.65,868.83,0.526,13.09,449.41,0.609,10.26,216.62,0.681
400,300,100,no,em,101,100,5,2,0.1099,37,70313,0.51,5.12,8.91,1.368,31.57,7725.58,0.358,27.62,3941.86,0.438,23.24,1667.23,0.565,17.17,526.23,0.736
400,300,100,no,em,101,100,10,3,0.1099,37,70313,0.45,5.3,9.82,1.362,31.21,8024.69,0.348,27.23,3982.49,0.43,21.81,1329.76,0.593,15.98,336.67,0.851
400,300,100,no,em,101,200,5,2,0.1099,37,70313,0.32,9.4,43.81,1.289,31.52,6939.84,0.378,25.66,2746.61,0.487,19.09,864.97,0.642,10.75,104.54,1.001
400,300,100,no,em,101,400,5,2,0.1099,37,70313,0.27,7.07,24,1.268,30.9,6398.95,0.385,22.97,1601.36,0.57,13.26,234.81,0.842,4.59,22.57,0.881
400,300,100,no,em,101,200,10,5,0.1099,37,70313,0.36,4.41,8.13,1.245,31.36,7678.14,0.357,25.53,2751.09,0.484,17.37,429.83,0.821,8.38,113.17,0.76
400,300,100,no,em,101,100,10,4,0.1099,37,70313,0.48,4.28,8.13,1.216,31.31,7325.63,0.365,27.02,3607.13,0.448,21.33,1007,0.665,14.9,280.15,0.868
400,300,100,no,ee,100,100,10,2,0.1099,20,37183,0.55,1.4,0.04,1.168,17.33,1981.73,0.388,15.56,1112.74,0.463,13.53,535.75,0.577,9.68,193.17,0.68
400,300,100,no,em,101,200,10,3,0.1099,37,70313,0.38,3.95,7.56,1.165,31.16,7197.75,0.366,24.98,2720.7,0.477,18.3,525.91,0.784,8.47,120.11,0.747
400,300,100,no,em,101,100,5,3,0.1099,37,70313,0.52,3.86,7.33,1.154,31.65,7667.6,0.361,27.06,3442.61,0.459,22.68,1444.73,0.592,16.78,593.51,0.679
400,300,100,no,em,101,100,10,2,0.1099,37,70313,0.48,4.4,10.28,1.15,31.79,8085.48,0.353,27.72,3681.88,0.455,22.24,1357.12,0.599,15.28,327.11,0.826
400,300,100,no,em,101,100,7,3,0.1099,37,70313,0.52,3,3.89,1.142,31.01,7355.41,0.361,27.17,3468.91,0.459,22.34,1471.71,0.578,15.65,374.86,0.792
400,300,100,no,em,101,200,10,4,0.1099,37,70313,0.39,3.59,7.55,1.075,30.93,7088.09,0.367,24.66,2694.9,0.473,17.73,391.82,0.876,8.58,93.61,0.849
400,300,100,no,em,101,200,10,2,0.1099,37,70313,0.4,3.47,7.56,1.044,31.77,7899.32,0.357,25.73,2707.35,0.492,17.5,508.28,0.763,8.4,133.99,0.704
400,300,100,yes,comb,113,200,10,3,0.1099,126,1322407,0.45,4.73,17.55,1.002,104.1,180970.82,0.245,81.99,59499.34,0.336,53.8,12791.83,0.475,27.7,1949.93,0.623
400,300,100,no,mm,102,100,5,2,0.1099,21,15896,0.37,6.48,35.38,1.001,16.8,2097.9,0.365,13.68,936.98,0.444,10.83,259.46,0.659,8.21,84.86,0.851
400,300,100,yes,em,111,100,7,3,0.1099,66,769509,0.62,1.37,0.52,0.996,54.46,90348.74,0.181,45.86,39029.38,0.232,34.31,11112.44,0.325,22.98,2699.41,0.44
400,300,100,yes,comb,113,100,7,5,0.1099,126,1322407,0.47,16.67,278.92,0.97,104.54,161307.71,0.26,89.95,77476.15,0.323,70.61,29222.64,0.413,47.33,7378.91,0.549
400,300,100,no,em,101,100,10,5,0.1099,37,70313,0.5,3.38,8.82,0.967,31.37,8094.09,0.348,27.67,3967.93,0.438,21.61,1186.16,0.622,15.3,298.25,0.864
400,300,100,no,mm,102,200,5,2,0.1099,21,15896,0.32,6.23,35.38,0.966,16.33,1943.21,0.369,13.09,454.77,0.605,9.84,121.29,0.86,6.95,66.91,0.809
400,300,100,no,mm,102,100,10,2,0.1099,21,15896,0.3,8.02,61.7,0.96,17.27,2363.16,0.354,14.3,1141.76,0.421,11.35,321.72,0.622,8.24,74.75,0.904
400,300,100,no,mm,102,200,10,2,0.1099,21,15896,0.2,9.51,92.83,0.94,16.83,2165.21,0.36,13.31,860.73,0.45,9.68,104.69,0.905,6,52.41,0.785
400,300,100,no,mm,102,200,7,2,0.1099,21,15896,0.32,5.97,35.63,0.926,16.49,2012.25,0.366,13.12,470.85,0.596,9.87,162.76,0.751,6.58,67.35,0.765
400,300,100,no,em,101,600,10,2,0.1099,37,70313,0.16,13.9,225.34,0.898,31.25,7787.55,0.353,21.14,1103.26,0.63,8.47,129.98,0.72,1.52,7.24,0.514
400,300,100,yes,comb,113,200,7,3,0.1099,126,1322407,0.38,17.62,373.61,0.891,105.56,161829.56,0.262,83.74,57422.92,0.349,57.24,12660.33,0.508,32.85,2169.68,0.7
400,300,100,yes,comb,113,100,5,3,0.1099,126,1322407,0.6,5.06,29.85,0.857,104.15,153926.43,0.265,88.7,78685.29,0.316,71.45,28695.17,0.421,51.85,8346.92,0.566
400,300,100,no,mm,102,100,7,2,0.1099,21,15896,0.42,5.46,35.27,0.856,17.08,2207.47,0.362,13.97,989.09,0.441,11.13,237.82,0.706,8.54,113.55,0.773
400,300,100,yes,comb,113,100,7,3,0.1099,126,1322407,0.48,19.96,526.14,0.854,105.82,166238.5,0.259,89.72,80505.68,0.316,71.6,28752.49,0.422,50.07,7840.26,0.564
400,300,100,yes,em,111,100,5,2,0.1099,66,769509,0.64,3,11.31,0.794,54.68,97826.43,0.175,46.39,44160.66,0.221,35.22,16120.76,0.277,26.2,4248.27,0.401
400,300,100,yes,em,111,200,7,2,0.1099,66,769509,0.5,2.25,6.11,0.779,54.31,97409.36,0.174,43.58,33997.83,0.236,30.16,6913.81,0.362,17.75,1504.62,0.455
400,300,100,yes,em,111,200,5,2,0.1099,66,769509,0.52,2.24,6.13,0.775,53.94,89290.41,0.18,42.77,29716.21,0.248,28.78,6480.54,0.357,17.35,1183.2,0.501
400,300,100,yes,comb,113,200,10,5,0.1099,126,1322407,0.46,3.62,19.3,0.756,103.83,184021.5,0.242,82.2,62005.63,0.33,54.67,13152.27,0.476,27.98,1882.78,0.64
400,300,100,yes,em,111,100,10,3,0.1099,66,769509,0.62,0.96,0.7,0.747,53.41,92882.63,0.175,45.32,39114.68,0.229,34.4,13333.39,0.298,23.05,3794.7,0.373
400,300,100,yes,comb,113,100,5,2,0.1099,126,1322407,0.49,19.18,705.56,0.712,104.72,174199.97,0.251,88.79,79821.09,0.314,71.28,33845.5,0.387,52.16,10789.46,0.501
400,300,100,yes,ee,110,100,7,2,0.1099,27,286577,0.53,2.11,6.97,0.699,22.64,25190.25,0.143,19.66,12990.78,0.172,15.66,5034.74,0.22,11.97,1796,0.282
400,300,100,yes,comb,113,200,10,4,0.1099,126,1322407,0.33,20.07,825.29,0.69,102.99,180907.98,0.242,82.02,62842.33,0.327,54.65,13534.57,0.469,27.48,1998.58,0.611
400,300,100,yes,ee,110,100,5,2,0.1099,27,286577,0.61,1.33,2.47,0.683,22.44,23275.05,0.147,19.57,10701.99,0.189,15.81,4875.59,0.226,11.62,1588.05,0.29
400,300,100,yes,comb,113,100,10,5,0.1099,126,1322407,0.6,2.99,17.11,0.668,104.28,201497.5,0.232,89.7,97043.93,0.288,71.03,38953.4,0.36,49.98,10724.42,0.482
400,300,100,yes,comb,113,100,10,4,0.1099,126,1322407,0.48,14.52,553.29,0.609,103.24,193727.91,0.234,88.51,94944.38,0.287,69.4,35432.2,0.368,49.14,9668.56,0.499
400,300,100,yes,ee,110,100,10,2,0.1099,27,286577,0.55,1.87,7.72,0.603,22.23,25194.45,0.14,19.53,12583.15,0.174,15.7,5687.34,0.208,11.43,1784.78,0.27
400,300,100,yes,ee,110,200,5,2,0.1099,27,286577,0.46,1.16,2.94,0.571,22.07,21785.33,0.149,18.19,7845.31,0.205,13.06,2343.14,0.269,7.46,516.98,0.326
400,300,100,yes,ll,114,600,5,2,0.1099,60,552898,0.38,0.57,0.48,0.559,50.04,56564.85,0.21,32.88,10480.42,0.321,14.19,849.63,0.483,3.75,108.69,0.354
400,300,100,yes,ll,114,600,10,2,0.1099,60,552898,0.22,12.2,620.69,0.485,49.41,64072.82,0.195,33.92,14280.49,0.284,15.26,1151.95,0.447,4.17,149.55,0.336
400,300,100,yes,mm,112,200,7,2,0.1099,32,266320,0.42,1.77,12.38,0.471,24.63,47478.73,0.113,18.13,15146.42,0.147,11.11,4024.8,0.175,5.85,734.68,0.215
500,400,100,no,comb,103,200,10,2,0.040475,27,123399,0.44,2.14,0.26,1.381,23.54,11933.32,0.215,19.71,4891.39,0.281,14.54,1627.2,0.359,8.65,206.11,0.591
500,400,100,no,ll,104,100,7,4,0.040475,14,53079,0.52,2.41,2.69,1.068,12.49,3183.45,0.221,11.27,1525.06,0.287,8.81,510.09,0.387,6.59,145.14,0.535
500,400,100,no,comb,103,100,10,3,0.040475,27,123399,0.56,1.27,0.14,1.066,23.97,11673.89,0.222,20.65,5967.03,0.267,16.31,2527.84,0.323,11.36,634.86,0.447
500,400,100,no,ee,100,100,10,4,0.040475,7,37183,0.41,1.4,0.7,0.969,6.19,1755.08,0.147,5.43,992.88,0.172,4.19,378.41,0.214,2.94,78.46,0.326
500,400,100,no,ll,104,600,5,2,0.040475,14,53079,0.28,2.09,2.8,0.944,12.58,3360.06,0.217,9.21,565.41,0.384,5.13,60.95,0.631,1.55,2.63,0.757
500,400,100,no,ee,100,200,7,2,0.040475,7,37183,0.43,0.99,0.13,0.934,6.07,1534.88,0.155,5.24,679.21,0.2,3.88,261.64,0.238,2.51,54.83,0.331
500,400,100,no,ll,104,100,7,3,0.040475,14,53079,0.4,4.59,20.53,0.915,12.51,3401.98,0.214,11.28,1753.09,0.269,9.35,702.45,0.351,6.72,187.66,0.482
500,400,100,no,ll,104,400,7,2,0.040475,14,53079,0.25,4.44,19.26,0.913,12.77,3434.17,0.218,9.85,960.84,0.316,6.26,111.41,0.577,2.82,18.29,0.613
500,400,100,no,ll,104,600,7,2,0.040475,14,53079,0.22,4.07,18.94,0.849,12.53,3272.15,0.219,9.38,637.34,0.369,5,46.48,0.697,1.51,2.69,0.735
500,400,100,no,ll,104,200,10,5,0.040475,14,53079,0.35,3.64,15.38,0.836,12.47,3165.47,0.221,10.5,1270.54,0.293,7.53,343.91,0.402,4.78,58.51,0.601
500,400,100,no,ee,100,100,7,2,0.040475,7,37183,0.55,0.72,0.06,0.82,6.17,1828.26,0.144,5.48,868.83,0.185,4.58,449.41,0.215,3.59,216.62,0.242
500,400,100,no,ll,104,100,5,2,0.040475,14,53079,0.43,4.15,22.4,0.806,12.77,3873.1,0.205,11.31,1886.94,0.259,9.59,924.64,0.314,7.7,308.31,0.433
500,400,100,no,ll,104,100,10,4,0.040475,14,53079,0.48,2.89,10.3,0.795,12.82,3621.64,0.213,11.36,1860.73,0.262,9.17,880.21,0.308,6.66,303.1,0.378
500,400,100,no,ll,104,100,10,5,0.040475,14,53079,0.56,1.65,2.68,0.792,12.67,3585.74,0.211,11.28,1771.2,0.267,9.22,876.21,0.31,6.89,206.88,0.471
500,400,100,no,ll,104,200,10,4,0.040475,14,53079,0.38,2.77,10.24,0.769,12.53,3274.91,0.219,10.71,1248.54,0.302,7.48,271.27,0.448,4.65,58.35,0.586
500,400,100,no,ll,104,400,5,2,0.040475,14,53079,0.28,3.31,15.2,0.769,12.63,3453.99,0.215,9.82,894.02,0.327,6.57,115.46,0.595,3.05,15.07,0.717
500,400,100,no,ll,104,200,10,3,0.040475,14,53079,0.35,3.52,20.8,0.714,12.53,3115.09,0.224,10.58,1308.97,0.291,7.68,440.16,0.363,4.89,48.62,0.668
500,400,100,no,ll,104,400,10,2,0.040475,14,53079,0.32,2.59,10.58,0.713,12.56,3550.35,0.21,10.12,1107.21,0.303,6.51,168.59,0.492,3.24,34.36,0.528
500,400,100,no,ee,100,100,10,2,0.040475,7,37183,0.55,0.49,0.04,0.675,6.06,1981.73,0.136,5.45,1112.74,0.163,4.74,535.75,0.204,3.39,193.17,0.242
500,400,100,no,ll,104,100,10,3,0.040475,14,53079,0.39,4.91,48.52,0.672,12.6,3636.45,0.209,11.3,1843.31,0.262,9.18,768.61,0.329,7.08,206.01,0.485
500,400,100,no,ll,104,200,10,2,0.040475,14,53079,0.43,2.33,10.53,0.649,12.6,3756.29,0.205,10.79,1647.26,0.265,8.39,490.38,0.376,5.65,105.72,0.535
500,400,100,no,ll,104,600,10,2,0.040475,14,53079,0.27,2.71,15.51,0.635,12.48,3517.24,0.21,9.48,889.52,0.316,5.6,89.11,0.576,1.97,10.23,0.565
500,400,100,no,em,101,100,7,2,0.040475,12,70313,0.47,2.22,10.44,0.624,10.17,8003.77,0.114,9.01,3954.26,0.143,7.26,1448.52,0.19,5.43,579.68,0.225
500,400,100,no,em,101,200,7,2,0.040475,12,70313,0.33,2.78,24.73,0.53,10.16,7582.99,0.117,8.29,2685.77,0.16,6.04,708.1,0.226,3.4,167.57,0.26
500,400,100,no,em,101,100,10,2,0.040475,12,70313,0.67,0.26,0,0.514,10.31,8085.48,0.115,8.99,3681.88,0.148,7.21,1357.12,0.195,4.95,327.11,0.272
500,400,100,no,em,101,100,5,2,0.040475,12,70313,0.51,1.66,8.91,0.511,10.24,7725.58,0.116,8.96,3941.86,0.143,7.54,1667.23,0.184,5.57,526.23,0.241
500,400,100,no,em,101,100,10,3,0.040475,12,70313,0.45,1.72,9.82,0.506,10.12,8024.69,0.113,8.83,3982.49,0.14,7.07,1329.76,0.193,5.18,336.67,0.28
500,400,100,yes,em,111,100,7,3,0.040475,22,769509,0.64,0.23,0,0.478,18.15,90348.74,0.06,15.29,39029.38,0.077,11.44,11112.44,0.108,7.66,2699.41,0.147
500,400,100,no,em,101,200,10,5,0.040475,12,70313,0.36,1.43,8.13,0.463,10.17,7678.14,0.116,8.28,2751.09,0.158,5.63,429.83,0.27,2.72,113.17,0.253
500,400,100,no,em,101,100,10,4,0.040475,12,70313,0.48,1.39,8.13,0.45,10.15,7325.63,0.119,8.76,3607.13,0.146,6.92,1007,0.217,4.83,280.15,0.286
500,400,100,no,em,101,400,5,2,0.040475,12,70313,0.27,2.29,24,0.447,10.02,6398.95,0.125,7.45,1601.36,0.186,4.3,234.81,0.278,1.49,22.57,0.303
500,400,100,no,em,101,200,5,2,0.040475,12,70313,0.32,3.05,43.81,0.445,10.22,6939.84,0.123,8.32,2746.61,0.159,6.19,864.97,0.21,3.49,104.54,0.335
500,400,100,no,em,101,100,7,3,0.040475,12,70313,0.52,0.97,3.89,0.441,10.06,7355.41,0.117,8.81,3468.91,0.149,7.24,1471.71,0.188,5.08,374.86,0.26
500,400,100,no,em,101,200,10,3,0.040475,12,70313,0.38,1.28,7.56,0.431,10.1,7197.75,0.119,8.1,2720.7,0.155,5.93,525.91,0.257,2.75,120.11,0.248
500,400,100,no,em,101,100,5,3,0.040475,12,70313,0.52,1.25,7.33,0.427,10.26,7667.6,0.117,8.78,3442.61,0.149,7.36,1444.73,0.193,5.44,593.51,0.222
500,400,100,yes,em,111,200,7,2,0.040475,22,769509,0.56,0.18,0,0.426,18.1,97409.36,0.058,14.53,33997.83,0.079,10.05,6913.81,0.121,5.92,1504.62,0.152
500,400,100,yes,comb,113,200,10,3,0.040475,47,1322407,0.45,1.76,17.55,0.401,38.83,180970.82,0.091,30.58,59499.34,0.125,20.07,12791.83,0.177,10.33,1949.93,0.233
500,400,100,no,em,101,200,10,4,0.040475,12,70313,0.39,1.16,7.55,0.394,10.03,7088.09,0.119,8,2694.9,0.154,5.75,391.82,0.288,2.78,93.61,0.284
500,400,100,no,em,101,200,10,2,0.040475,12,70313,0.4,1.12,7.56,0.382,10.3,7899.32,0.116,8.34,2707.35,0.16,5.67,508.28,0.25,2.72,133.99,0.233
500,400,100,yes,comb,113,100,7,5,0.040475,47,1322407,0.47,6.22,278.92,0.368,38.99,161307.71,0.097,33.55,77476.15,0.121,26.34,29222.64,0.154,17.65,7378.91,0.205
500,400,100,yes,em,111,100,5,2,0.040475,22,769509,0.76,0.13,0,0.359,18.23,97826.43,0.058,15.46,44160.66,0.074,11.74,16120.76,0.092,8.73,4248.27,0.134
500,400,100,no,mm,102,100,5,2,0.040475,7,15896,0.37,2.16,35.38,0.352,5.6,2097.9,0.122,4.56,936.98,0.149,3.61,259.46,0.223,2.74,84.86,0.293
500,400,100,no,em,101,100,10,5,0.040475,12,70313,0.5,1.1,8.82,0.348,10.17,8094.09,0.113,8.97,3967.93,0.142,7.01,1186.16,0.203,4.96,298.25,0.285
500,400,100,no,mm,102,200,5,2,0.040475,7,15896,0.32,2.08,35.38,0.339,5.44,1943.21,0.123,4.36,454.77,0.204,3.28,121.29,0.294,2.32,66.91,0.279
500,400,100,yes,ee,110,100,5,2,0.040475,12,286577,0.61,0.59,2.47,0.338,9.97,23275.05,0.065,8.7,10701.99,0.084,7.03,4875.59,0.101,5.16,1588.05,0.129
500,400,100,yes,comb,113,200,7,3,0.040475,47,1322407,0.38,6.57,373.61,0.337,39.38,161829.56,0.098,31.24,57422.92,0.13,21.35,12660.33,0.19,12.25,2169.68,0.262
500,400,100,yes,comb,113,100,5,3,0.040475,47,1322407,0.61,1.86,28.96,0.335,38.85,153926.43,0.099,33.09,78685.29,0.118,26.65,28695.17,0.157,19.34,8346.92,0.211
500,400,100,no,mm,102,100,10,2,0.040475,7,15896,0.3,2.67,61.7,0.333,5.76,2363.16,0.118,4.77,1141.76,0.141,3.78,321.72,0.21,2.75,74.75,0.312
500,400,100,yes,ee,110,100,7,2,0.040475,12,286577,0.53,0.94,6.97,0.333,10.06,25190.25,0.063,8.74,12990.78,0.077,6.96,5034.74,0.098,5.32,1796,0.125
500,400,100,no,mm,102,200,7,2,0.040475,7,15896,0.32,1.99,35.63,0.325,5.5,2012.25,0.122,4.37,470.85,0.201,3.29,162.76,0.255,2.19,67.35,0.263
500,400,100,no,mm,102,200,10,2,0.040475,7,15896,0.2,3.17,92.83,0.324,5.61,2165.21,0.12,4.44,860.73,0.151,3.23,104.69,0.311,2,52.41,0.271
500,400,100,yes,comb,113,100,7,3,0.040475,47,1322407,0.48,7.45,526.14,0.322,39.47,166238.5,0.097,33.47,80505.68,0.118,26.71,28752.49,0.157,18.68,7840.26,0.211
500,400,100,yes,em,111,200,5,2,0.040475,22,769509,0.59,0.1,0,0.321,17.98,89290.41,0.06,14.26,29716.21,0.083,9.59,6480.54,0.119,5.78,1183.2,0.168
500,400,100,yes,em,111,100,10,3,0.040475,22,769509,0.65,0.1,0,0.319,17.8,92882.63,0.058,15.11,39114.68,0.076,11.47,13333.39,0.099,7.68,3794.7,0.125
500,400,100,yes,comb,113,100,5,2,0.040475,47,1322407,0.81,0.11,0.02,0.301,39.06,174199.97,0.094,33.12,79821.09,0.117,26.59,33845.5,0.144,19.46,10789.46,0.187
500,400,100,no,mm,102,100,7,2,0.040475,7,15896,0.42,1.82,35.27,0.299,5.69,2207.47,0.121,4.66,989.09,0.148,3.71,237.82,0.239,2.85,113.55,0.264
500,400,100,yes,comb,113,200,10,5,0.040475,47,1322407,0.46,1.35,19.3,0.297,38.73,184021.5,0.09,30.66,62005.63,0.123,20.39,13152.27,0.178,10.44,1882.78,0.24
500,400,100,no,em,101,600,10,2,0.040475,12,70313,0.16,4.51,225.34,0.297,10.14,7787.55,0.115,6.86,1103.26,0.206,2.75,129.98,0.239,0.49,7.24,0.177
500,400,100,yes,ee,110,100,10,2,0.040475,12,286577,0.55,0.83,7.72,0.284,9.88,25194.45,0.062,8.68,12583.15,0.077,6.98,5687.34,0.092,5.08,1784.78,0.12
500,400,100,yes,ee,110,200,5,2,0.040475,12,286577,0.46,0.51,2.94,0.276,9.81,21785.33,0.066,8.08,7845.31,0.091,5.8,2343.14,0.12,3.32,516.98,0.145
500,400,100,yes,ll,114,600,5,2,0.040475,24,552898,0.38,0.23,0.48,0.273,20.01,56564.85,0.084,13.15,10480.42,0.128,5.68,849.63,0.194,1.5,108.69,0.143
500,400,100,yes,comb,113,100,10,5,0.040475,47,1322407,0.6,1.12,17.11,0.262,38.9,201497.5,0.087,33.46,97043.93,0.107,26.49,38953.4,0.134,18.65,10724.42,0.18
500,400,100,yes,comb,113,200,10,4,0.040475,47,1322407,0.33,7.49,825.29,0.259,38.42,180907.98,0.09,30.59,62842.33,0.122,20.39,13534.57,0.175,10.25,1998.58,0.229
500,400,100,yes,comb,113,100,10,4,0.040475,47,1322407,0.48,5.42,553.29,0.229,38.51,193727.91,0.087,33.01,94944.38,0.107,25.89,35432.2,0.137,18.33,9668.56,0.186
500,400,100,yes,ll,114,600,10,2,0.040475,24,552898,0.22,4.88,620.69,0.195,19.76,64072.82,0.078,13.57,14280.49,0.113,6.1,1151.95,0.179,1.67,149.55,0.136
500,400,100,yes,mm,112,200,7,2,0.040475,12,266320,0.42,0.66,12.38,0.184,9.23,47478.73,0.042,6.8,15146.42,0.055,4.17,4024.8,0.066,2.19,734.68,0.081
600,500,100,no,comb,103,200,10,2,0.01706,11,123399,0.45,0.82,0.14,0.838,9.59,11933.32,0.088,8.03,4891.39,0.115,5.92,1627.2,0.147,3.53,206.11,0.244
600,500,100,no,comb,103,100,10,3,0.01706,11,123399,0.56,0.52,0.14,0.636,9.76,11673.89,0.09,8.41,5967.03,0.109,6.64,2527.84,0.132,4.63,634.86,0.183
600,500,100,no,ee,100,100,10,4,0.01706,2,37183,0.46,0.25,0.03,0.471,1.77,1755.08,0.042,1.55,992.88,0.049,1.2,378.41,0.061,0.84,78.46,0.094
600,500,100,no,ll,104,100,7,4,0.01706,5,53079,0.52,0.86,2.69,0.457,4.46,3183.45,0.079,4.02,1525.06,0.103,3.15,510.09,0.139,2.35,145.14,0.194
